Year,quarter,citymarketid_1,citymarketid_2,city1,city2,airportid_1,airportid_2,airport_1,airport_2,nsmiles,passengers,fare,fare_lg,fare_low
2021,4,30194,33667,"Dallas/Fort Worth, TX","Norfolk, VA (Metropolitan Area)",11298,13931,DFW,ORF,1212,282,259.65,258.42,258.42
2021,4,30194,33667,"Dallas/Fort Worth, TX","Norfolk, VA (Metropolitan Area)",11298,14098,DFW,PHF,1212,8,244.88,245.62,245.62
2021,4,30194,33728,"Dallas/Fort Worth, TX","Pensacola, FL",11259,14193,DAL,PNS,604,76,165.32,162.11,162.11
2021,4,30194,33728,"Dallas/Fort Worth, TX","Pensacola, FL",11298,14193,DFW,PNS,604,179,191.08,187.18,187.18
2021,4,30194,34027,"Dallas/Fort Worth, TX","West Palm Beach/Palm Beach, FL",11259,14027,DAL,PBI,1102,12,303.1,340.89,227.53
2021,4,30194,34027,"Dallas/Fort Worth, TX","West Palm Beach/Palm Beach, FL",11298,14027,DFW,PBI,1102,240,282,282.18,282.18
2021,4,30194,34057,"Dallas/Fort Worth, TX","Portland, OR",11259,14057,DAL,PDX,1626,62,256.11,257.81,248.4
2021,4,30194,34057,"Dallas/Fort Worth, TX","Portland, OR",11298,14057,DFW,PDX,1626,625,252.76,262.6,237.23
2021,4,30194,34100,"Dallas/Fort Worth, TX","Philadelphia, PA",11259,14100,DAL,PHL,1303,81,201.59,199.04,199.04
2021,4,30194,34100,"Dallas/Fort Worth, TX","Philadelphia, PA",11298,14100,DFW,PHL,1303,1189,215.26,221.33,87.8
2021,4,30194,34262,"Dallas/Fort Worth, TX","Palm Springs, CA",11259,14262,DAL,PSP,1137,28,211.77,212.12,212.12
2021,4,30194,34262,"Dallas/Fort Worth, TX","Palm Springs, CA",11298,14262,DFW,PSP,1137,189,257.69,256.64,248.4
2021,4,30194,34492,"Dallas/Fort Worth, TX","Raleigh/Durham, NC",11259,14492,DAL,RDU,1061,158,213.36,208.95,208.95
2021,4,30194,34492,"Dallas/Fort Worth, TX","Raleigh/Durham, NC",11298,14492,DFW,RDU,1061,615,227.02,226.73,226.73
2021,4,30194,34524,"Dallas/Fort Worth, TX","Richmond, VA",11259,14524,DAL,RIC,1158,41,217.53,201.62,201.62
2021,4,30194,34524,"Dallas/Fort Worth, TX","Richmond, VA",11298,14524,DFW,RIC,1158,323,252.01,260.27,219.26
2021,4,30194,34570,"Dallas/Fort Worth, TX","Reno, NV",11259,14570,DAL,RNO,1356,59,230.25,232.73,121.2
2021,4,30194,34570,"Dallas/Fort Worth, TX","Reno, NV",11298,14570,DFW,RNO,1356,208,269.03,268.58,268.58
2021,4,30194,34614,"Dallas/Fort Worth, TX","Salt Lake City, UT",11259,14869,DAL,SLC,999,198,187.15,187.48,187.48
2021,4,30194,34614,"Dallas/Fort Worth, TX","Salt Lake City, UT",11298,14869,DFW,SLC,999,991,206.79,205.54,205.54
2021,4,30194,34653,"Dallas/Fort Worth, TX","Tulsa, OK",11259,15370,DAL,TUL,238,88,141.86,141.86,141.86
2021,4,30194,34653,"Dallas/Fort Worth, TX","Tulsa, OK",11298,15370,DFW,TUL,238,139,160.92,160.56,160.56
2021,4,30194,34685,"Dallas/Fort Worth, TX","Savannah, GA",11259,14685,DAL,SAV,925,96,179.82,174.79,174.79
2021,4,30194,34685,"Dallas/Fort Worth, TX","Savannah, GA",11298,14685,DFW,SAV,925,180,230.24,225.69,225.69
2021,4,30194,35412,"Dallas/Fort Worth, TX","Knoxville, TN",11259,15412,DAL,TYS,771,4,342.82,342.82,342.82
2021,4,30194,35412,"Dallas/Fort Worth, TX","Knoxville, TN",11298,15412,DFW,TYS,771,194,277.94,276.16,230.81
2021,4,30198,30852,"Pittsburgh, PA","Washington, DC (Metropolitan Area)",14122,10821,PIT,BWI,210,70,135.1,133.37,133.37
2021,4,30198,30852,"Pittsburgh, PA","Washington, DC (Metropolitan Area)",14122,11278,PIT,DCA,210,126,142.42,142.46,142.46
2021,4,30198,30852,"Pittsburgh, PA","Washington, DC (Metropolitan Area)",14122,12264,PIT,IAD,210,57,143.29,143.41,143.41
2021,4,30198,32457,"Pittsburgh, PA","San Francisco, CA (Metropolitan Area)",14122,13796,PIT,OAK,2254,44,266.71,284.86,161.84
2021,4,30198,32457,"Pittsburgh, PA","San Francisco, CA (Metropolitan Area)",14122,14771,PIT,SFO,2254,207,345.16,396.18,300.95
2021,4,30198,32457,"Pittsburgh, PA","San Francisco, CA (Metropolitan Area)",14122,14831,PIT,SJC,2254,70,311.71,318.6,270.26
2021,4,30198,33195,"Pittsburgh, PA","Tampa, FL (Metropolitan Area)",14122,14112,PIT,PIE,878,53,91.98,91.98,91.98
2021,4,30198,33195,"Pittsburgh, PA","Tampa, FL (Metropolitan Area)",14122,15304,PIT,TPA,878,510,167.3,176.2,96.87
2021,4,30255,30852,"Huntsville, AL","Washington, DC (Metropolitan Area)",12217,10821,HSV,BWI,641,41,241.87,246.52,237.79
2021,4,30255,30852,"Huntsville, AL","Washington, DC (Metropolitan Area)",12217,11278,HSV,DCA,641,195,234.44,228.52,228.52
2021,4,30255,30852,"Huntsville, AL","Washington, DC (Metropolitan Area)",12217,12264,HSV,IAD,641,65,208.44,199.61,199.61
2021,4,30257,30852,"Albany, NY","Washington, DC (Metropolitan Area)",10257,10821,ALB,BWI,325,121,150.49,150.49,150.49
2021,4,30257,30852,"Albany, NY","Washington, DC (Metropolitan Area)",10257,11278,ALB,DCA,325,116,183.96,185.95,116.57
2021,4,30257,30852,"Albany, NY","Washington, DC (Metropolitan Area)",10257,12264,ALB,IAD,325,47,174.16,173.67,173.67
2021,4,30257,30977,"Albany, NY","Chicago, IL",10257,13232,ALB,MDW,723,78,173.44,172.92,172.92
2021,4,30257,30977,"Albany, NY","Chicago, IL",10257,13930,ALB,ORD,723,201,195.13,186.49,186.49
2021,4,30257,32467,"Albany, NY","Miami, FL (Metropolitan Area)",10257,11697,ALB,FLL,1225,285,182.07,178.27,178.27
2021,4,30257,32467,"Albany, NY","Miami, FL (Metropolitan Area)",10257,13303,ALB,MIA,1225,74,177.89,194.65,107.63
2021,4,30257,32575,"Albany, NY","Los Angeles, CA (Metropolitan Area)",10257,10800,ALB,BUR,2468,7,259.95,261.38,138.33
2021,4,30257,32575,"Albany, NY","Los Angeles, CA (Metropolitan Area)",10257,12892,ALB,LAX,2468,129,358.82,360.65,299.27
2021,4,30257,32575,"Albany, NY","Los Angeles, CA (Metropolitan Area)",10257,12954,ALB,LGB,2468,5,267.45,254.59,254.59
2021,4,30257,32575,"Albany, NY","Los Angeles, CA (Metropolitan Area)",10257,13891,ALB,ONT,2468,12,308.49,260.05,260.05
2021,4,30257,32575,"Albany, NY","Los Angeles, CA (Metropolitan Area)",10257,14908,ALB,SNA,2468,25,382.63,423.9,247.72
2021,4,30257,33195,"Albany, NY","Tampa, FL (Metropolitan Area)",10257,14112,ALB,PIE,1138,73,102.74,102.74,102.74
2021,4,30257,33195,"Albany, NY","Tampa, FL (Metropolitan Area)",10257,15304,ALB,TPA,1138,194,192.75,208.4,89.98
2021,4,30279,30194,"Amarillo, TX","Dallas/Fort Worth, TX",10279,11259,AMA,DAL,323,131,134.65,134.9,134.9
2021,4,30279,30194,"Amarillo, TX","Dallas/Fort Worth, TX",10279,11298,AMA,DFW,323,106,155.07,154.66,154.66
2021,4,30325,30466,"Denver, CO","Phoenix, AZ",11292,14107,DEN,PHX,602,2872,149.78,159.65,137.41
2021,4,30325,30852,"Denver, CO","Washington, DC (Metropolitan Area)",11292,10821,DEN,BWI,1491,880,210.87,216.43,216.43
2021,4,30325,30852,"Denver, CO","Washington, DC (Metropolitan Area)",11292,11278,DEN,DCA,1491,712,176.2,112.76,112.76
2021,4,30325,30852,"Denver, CO","Washington, DC (Metropolitan Area)",11292,12264,DEN,IAD,1491,1033,236.16,251.36,187.1
2021,4,30325,31453,"Denver, CO","Houston, TX",11292,12191,DEN,HOU,883,834,154.31,153.76,153.76
2021,4,30325,31453,"Denver, CO","Houston, TX",11292,12266,DEN,IAH,883,1663,171.52,194.11,137.59
2021,4,30325,31703,"Denver, CO","New York City, NY (Metropolitan Area)",11292,11618,DEN,EWR,1659,1192,246.47,247.45,207.28
2021,4,30325,31703,"Denver, CO","New York City, NY (Metropolitan Area)",11292,12197,DEN,HPN,1659,14,262.69,209.8,209.8
2021,4,30325,31703,"Denver, CO","New York City, NY (Metropolitan Area)",11292,12391,DEN,ISP,1659,16,202.52,208.7,145
2021,4,30325,31703,"Denver, CO","New York City, NY (Metropolitan Area)",11292,12478,DEN,JFK,1659,500,210.24,230.33,181.93
2021,4,30325,31703,"Denver, CO","New York City, NY (Metropolitan Area)",11292,12953,DEN,LGA,1659,1892,209.04,225.82,169.3
2021,4,30325,32457,"Denver, CO","San Francisco, CA (Metropolitan Area)",11292,13796,DEN,OAK,967,629,162.41,166.27,82.03
2021,4,30325,32457,"Denver, CO","San Francisco, CA (Metropolitan Area)",11292,14771,DEN,SFO,967,1514,184.5,204.03,155.41
2021,4,30325,32457,"Denver, CO","San Francisco, CA (Metropolitan Area)",11292,14831,DEN,SJC,967,670,194.8,182.07,182.07
2021,4,30325,32467,"Denver, CO","Miami, FL (Metropolitan Area)",11292,11697,DEN,FLL,1709,1004,212.41,260.92,118.76
2021,4,30325,32467,"Denver, CO","Miami, FL (Metropolitan Area)",11292,13303,DEN,MIA,1709,1073,207.86,227.21,187.9
2021,4,30325,32575,"Denver, CO","Los Angeles, CA (Metropolitan Area)",11292,10800,DEN,BUR,862,506,153.71,153.42,82.68
2021,4,30325,32575,"Denver, CO","Los Angeles, CA (Metropolitan Area)",11292,12892,DEN,LAX,862,2338,146.76,156.67,134.96
2021,4,30325,32575,"Denver, CO","Los Angeles, CA (Metropolitan Area)",11292,12954,DEN,LGB,862,273,120.43,119.93,119.93
2021,4,30325,32575,"Denver, CO","Los Angeles, CA (Metropolitan Area)",11292,13891,DEN,ONT,862,528,147.66,145.49,99.7
2021,4,30325,32575,"Denver, CO","Los Angeles, CA (Metropolitan Area)",11292,14908,DEN,SNA,862,1239,149.24,137.23,137.23
2021,4,30325,33195,"Denver, CO","Tampa, FL (Metropolitan Area)",11292,15304,DEN,TPA,1506,1343,204.05,193.22,100.18
2021,4,30325,33667,"Denver, CO","Norfolk, VA (Metropolitan Area)",11292,13931,DEN,ORF,1553,233,242.37,207.15,207.15
2021,4,30325,33667,"Denver, CO","Norfolk, VA (Metropolitan Area)",11292,14098,DEN,PHF,1553,7,282.68,282.68,282.68
2021,4,30397,30194,"Atlanta, GA (Metropolitan Area)","Dallas/Fort Worth, TX",10397,11259,ATL,DAL,731,985,148.22,141.29,141.29
2021,4,30397,30194,"Atlanta, GA (Metropolitan Area)","Dallas/Fort Worth, TX",10397,11298,ATL,DFW,731,2127,149.2,161.37,146.42
2021,4,30397,30466,"Atlanta, GA (Metropolitan Area)","Phoenix, AZ",10397,14107,ATL,PHX,1587,1293,252.17,303.19,207.59
2021,4,30397,30647,"Atlanta, GA (Metropolitan Area)","Cleveland, OH (Metropolitan Area)",10397,10874,ATL,CAK,554,7,245.06,236.35,236.35
2021,4,30397,30647,"Atlanta, GA (Metropolitan Area)","Cleveland, OH (Metropolitan Area)",10397,11042,ATL,CLE,554,875,139.48,150.76,85.95
2021,4,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,10721,ATL,BOS,952,2009,187.53,196.38,148.79
2021,4,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,13296,ATL,MHT,952,34,238.75,259.74,233.37
2021,4,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,14307,ATL,PVD,952,290,206.49,207.52,184.86
2021,4,30397,30852,"Atlanta, GA (Metropolitan Area)","Washington, DC (Metropolitan Area)",10397,10821,ATL,BWI,577,1608,155.1,173.02,150.67
2021,4,30397,30852,"Atlanta, GA (Metropolitan Area)","Washington, DC (Metropolitan Area)",10397,11278,ATL,DCA,577,1800,169.4,183.49,132.8
2021,4,30397,30852,"Atlanta, GA (Metropolitan Area)","Washington, DC (Metropolitan Area)",10397,12264,ATL,IAD,577,682,164.76,174,122.46
2021,4,30397,30977,"Atlanta, GA (Metropolitan Area)","Chicago, IL",10397,13232,ATL,MDW,606,1091,145.42,140.29,140.29
2021,4,30397,30977,"Atlanta, GA (Metropolitan Area)","Chicago, IL",10397,13930,ATL,ORD,606,2091,145.29,150.98,147.1
2021,4,30397,31066,"Atlanta, GA (Metropolitan Area)","Columbus, OH",10397,11066,ATL,CMH,447,632,158.7,163.72,130.9
2021,4,30397,31453,"Atlanta, GA (Metropolitan Area)","Houston, TX",10397,12191,ATL,HOU,696,1079,152.32,139.21,139.21
2021,4,30397,31453,"Atlanta, GA (Metropolitan Area)","Houston, TX",10397,12266,ATL,IAH,696,1334,157.5,162.57,162.57
2021,4,30397,31703,"Atlanta, GA (Metropolitan Area)","New York City, NY (Metropolitan Area)",10397,11618,ATL,EWR,795,2389,154.25,176.29,147.02
2021,4,30397,31703,"Atlanta, GA (Metropolitan Area)","New York City, NY (Metropolitan Area)",10397,12197,ATL,HPN,795,256,233.2,233.59,233.59
2021,4,30397,31703,"Atlanta, GA (Metropolitan Area)","New York City, NY (Metropolitan Area)",10397,12391,ATL,ISP,795,61,113.17,84.84,84.84
2021,4,30397,31703,"Atlanta, GA (Metropolitan Area)","New York City, NY (Metropolitan Area)",10397,12478,ATL,JFK,795,1124,173.77,187.45,147.47
2021,4,30397,31703,"Atlanta, GA (Metropolitan Area)","New York City, NY (Metropolitan Area)",10397,12953,ATL,LGA,795,3393,176.16,194.17,137.11
2021,4,30397,32457,"Atlanta, GA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",10397,13796,ATL,OAK,2139,196,239.16,249.96,157.53
2021,4,30397,32457,"Atlanta, GA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",10397,14771,ATL,SFO,2139,1063,357.6,375.89,106.64
2021,4,30397,32457,"Atlanta, GA (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",10397,14831,ATL,SJC,2139,253,333.32,354.13,262.62
2021,4,30397,32467,"Atlanta, GA (Metropolitan Area)","Miami, FL (Metropolitan Area)",10397,11697,ATL,FLL,594,2049,138.93,156.29,87.34
2021,4,30397,32467,"Atlanta, GA (Metropolitan Area)","Miami, FL (Metropolitan Area)",10397,13303,ATL,MIA,594,2146,144.8,175.72,119.15
2021,4,30397,32575,"Atlanta, GA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",10397,10800,ATL,BUR,1947,54,304.26,277.4,277.4
2021,4,30397,32575,"Atlanta, GA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",10397,12892,ATL,LAX,1947,2674,294.2,362.49,136.41
2021,4,30397,32575,"Atlanta, GA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",10397,12954,ATL,LGB,1947,69,175.65,144.61,144.61
2021,4,30397,32575,"Atlanta, GA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",10397,13891,ATL,ONT,1947,392,237.63,284.57,108.35
2021,4,30397,32575,"Atlanta, GA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",10397,14908,ATL,SNA,1947,349,343.78,365.31,100.91
2021,4,30397,33195,"Atlanta, GA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",10397,15304,ATL,TPA,406,1459,147.53,167.29,119.15
2021,4,30397,33667,"Atlanta, GA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",10397,13931,ATL,ORF,516,426,203.63,208.29,188.86
2021,4,30397,33667,"Atlanta, GA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",10397,14098,ATL,PHF,516,8,223.07,224.82,224.82
2021,4,30423,30194,"Austin, TX","Dallas/Fort Worth, TX",10423,11259,AUS,DAL,190,303,148.32,148.25,148.25
2021,4,30423,30194,"Austin, TX","Dallas/Fort Worth, TX",10423,11298,AUS,DFW,190,262,155.79,155.73,155.73
2021,4,30423,30466,"Austin, TX","Phoenix, AZ",10423,14107,AUS,PHX,872,950,203.09,194.99,194.99
2021,4,30423,30647,"Austin, TX","Cleveland, OH (Metropolitan Area)",10423,10874,AUS,CAK,1174,13,239.72,234.72,234.72
2021,4,30423,30647,"Austin, TX","Cleveland, OH (Metropolitan Area)",10423,11042,AUS,CLE,1174,173,236.51,232.42,228.5
2021,4,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,10721,AUS,BOS,1698,954,213.79,223.26,202.39
2021,4,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,13296,AUS,MHT,1698,27,280.86,249.65,249.65
2021,4,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,14307,AUS,PVD,1698,64,243.09,227.13,227.13
2021,4,30423,30852,"Austin, TX","Washington, DC (Metropolitan Area)",10423,10821,AUS,BWI,1342,447,217.71,215.67,118.43
2021,4,30423,30852,"Austin, TX","Washington, DC (Metropolitan Area)",10423,11278,AUS,DCA,1342,422,218.85,205.19,205.19
2021,4,30423,30852,"Austin, TX","Washington, DC (Metropolitan Area)",10423,12264,AUS,IAD,1342,516,222.42,241.18,196.42
2021,4,30423,30977,"Austin, TX","Chicago, IL",10423,13232,AUS,MDW,977,504,146.7,146.11,146.11
2021,4,30423,30977,"Austin, TX","Chicago, IL",10423,13930,AUS,ORD,977,1289,169.1,176.57,134.61
2021,4,30423,31066,"Austin, TX","Columbus, OH",10423,11066,AUS,CMH,1073,186,229.45,213.95,213.95
2021,4,30423,31453,"Austin, TX","Houston, TX",10423,12191,AUS,HOU,148,91,142.54,142.54,142.54
2021,4,30423,31453,"Austin, TX","Houston, TX",10423,12266,AUS,IAH,148,85,160.84,161.04,161.04
2021,4,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,11618,AUS,EWR,1559,1169,209.2,225.94,116.19
2021,4,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,12197,AUS,HPN,1559,20,264.76,263.83,263.83
2021,4,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,12391,AUS,ISP,1559,14,216.96,206.71,206.71
2021,4,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,12478,AUS,JFK,1559,1205,227.54,258.71,190.76
2021,4,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,12953,AUS,LGA,1559,211,214.09,199.48,199.48
2021,4,30423,32457,"Austin, TX","San Francisco, CA (Metropolitan Area)",10423,13796,AUS,OAK,1504,253,224.1,224.64,137.37
2021,4,30423,32457,"Austin, TX","San Francisco, CA (Metropolitan Area)",10423,14771,AUS,SFO,1504,989,237.34,240.55,221.97
2021,4,30423,32457,"Austin, TX","San Francisco, CA (Metropolitan Area)",10423,14831,AUS,SJC,1504,569,214.93,206.91,206.91
2021,4,30423,32467,"Austin, TX","Miami, FL (Metropolitan Area)",10423,11697,AUS,FLL,1105,469,134.69,132.15,95.59
2021,4,30423,32467,"Austin, TX","Miami, FL (Metropolitan Area)",10423,13303,AUS,MIA,1105,645,158.24,159.05,136.37
2021,4,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,10800,AUS,BUR,1242,139,202.64,202.23,197.3
2021,4,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,12892,AUS,LAX,1242,2010,165.88,181.34,160.02
2021,4,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,12954,AUS,LGB,1242,188,153.09,151.76,151.76
2021,4,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,13891,AUS,ONT,1242,121,195.28,174.37,174.37
2021,4,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,14908,AUS,SNA,1242,285,201.21,199.18,199.18
2021,4,30423,33195,"Austin, TX","Tampa, FL (Metropolitan Area)",10423,15304,AUS,TPA,928,471,181.53,170.98,170.98
2021,4,30431,31703,"Asheville, NC","New York City, NY (Metropolitan Area)",10431,11618,AVL,EWR,633,152,150.77,106.76,106.76
2021,4,30431,31703,"Asheville, NC","New York City, NY (Metropolitan Area)",10431,12197,AVL,HPN,633,7,280.49,245.78,245.78
2021,4,30431,31703,"Asheville, NC","New York City, NY (Metropolitan Area)",10431,12391,AVL,ISP,633,2,269.98,269.98,269.98
2021,4,30431,31703,"Asheville, NC","New York City, NY (Metropolitan Area)",10431,12478,AVL,JFK,633,18,256.87,237.34,237.34
2021,4,30431,31703,"Asheville, NC","New York City, NY (Metropolitan Area)",10431,12953,AVL,LGA,633,55,236.36,235.1,172.29
2021,4,30431,32467,"Asheville, NC","Miami, FL (Metropolitan Area)",10431,11697,AVL,FLL,677,283,117.23,104.7,104.7
2021,4,30431,32467,"Asheville, NC","Miami, FL (Metropolitan Area)",10431,13303,AVL,MIA,677,29,292.13,286.91,286.91
2021,4,30431,33195,"Asheville, NC","Tampa, FL (Metropolitan Area)",10431,14112,AVL,PIE,519,181,93.73,93.73,93.73
2021,4,30431,33195,"Asheville, NC","Tampa, FL (Metropolitan Area)",10431,15304,AVL,TPA,519,41,243.05,226.03,226.03
2021,4,30436,30852,"Tucson, AZ","Washington, DC (Metropolitan Area)",15376,10821,TUS,BWI,1976,80,307.22,305.53,294.82
2021,4,30436,30852,"Tucson, AZ","Washington, DC (Metropolitan Area)",15376,11278,TUS,DCA,1976,126,302.52,305.85,244.86
2021,4,30436,30852,"Tucson, AZ","Washington, DC (Metropolitan Area)",15376,12264,TUS,IAD,1976,54,333.08,384.18,243.56
2021,4,30466,30198,"Phoenix, AZ","Pittsburgh, PA",10466,14122,AZA,PIT,1814,35,80.66,80.66,80.66
2021,4,30466,30198,"Phoenix, AZ","Pittsburgh, PA",14107,14122,PHX,PIT,1814,448,256.25,248.04,248.04
2021,4,30466,30559,"Phoenix, AZ","Seattle, WA",14107,14747,PHX,SEA,1107,3193,171.42,177.23,140.1
2021,4,30466,30852,"Phoenix, AZ","Washington, DC (Metropolitan Area)",14107,10821,PHX,BWI,1999,602,272.58,270.6,104.16
2021,4,30466,30852,"Phoenix, AZ","Washington, DC (Metropolitan Area)",14107,11278,PHX,DCA,1999,711,303.3,321.22,243.12
2021,4,30466,30852,"Phoenix, AZ","Washington, DC (Metropolitan Area)",14107,12264,PHX,IAD,1999,398,288.74,287.14,272.11
2021,4,30466,30928,"Phoenix, AZ","Wichita, KS",10466,12278,AZA,ICT,870,55,87.4,87.4,87.4
2021,4,30466,30928,"Phoenix, AZ","Wichita, KS",14107,12278,PHX,ICT,870,137,198.19,177.13,177.13
2021,4,30466,31123,"Phoenix, AZ","St. Louis, MO",14107,15016,PHX,STL,1262,785,221.46,233.58,230.16
2021,4,30466,31775,"Phoenix, AZ","Sioux Falls, SD",10466,11775,AZA,FSD,1081,242,98.42,98.42,98.42
2021,4,30466,31775,"Phoenix, AZ","Sioux Falls, SD",14107,11775,PHX,FSD,1081,137,205.85,198.35,100.53
2021,4,30466,31884,"Phoenix, AZ","Spokane, WA",10466,11884,AZA,GEG,1034,21,110.43,110.43,110.43
2021,4,30466,31884,"Phoenix, AZ","Spokane, WA",14107,11884,PHX,GEG,1034,459,210.77,197.87,197.87
2021,4,30466,32457,"Phoenix, AZ","San Francisco, CA (Metropolitan Area)",10466,13796,AZA,OAK,668,30,92.5,92.5,92.5
2021,4,30466,32457,"Phoenix, AZ","San Francisco, CA (Metropolitan Area)",14107,13796,PHX,OAK,668,917,145.71,146.3,77.9
2021,4,30466,32457,"Phoenix, AZ","San Francisco, CA (Metropolitan Area)",14107,14771,PHX,SFO,668,1385,144.32,143.33,132.12
2021,4,30466,32457,"Phoenix, AZ","San Francisco, CA (Metropolitan Area)",14107,14831,PHX,SJC,668,1005,164.71,159.46,159.46
2021,4,30466,33192,"Phoenix, AZ","Sacramento, CA",14107,14893,PHX,SMF,647,1181,155.94,157.45,150.89
2021,4,30466,33195,"Phoenix, AZ","Tampa, FL (Metropolitan Area)",10466,14112,AZA,PIE,1788,0,198,198,198
2021,4,30466,33195,"Phoenix, AZ","Tampa, FL (Metropolitan Area)",10466,15304,AZA,TPA,1788,0,216.25,216.25,216.25
2021,4,30466,33195,"Phoenix, AZ","Tampa, FL (Metropolitan Area)",14107,15304,PHX,TPA,1788,632,264.65,268.76,245.36
2021,4,30466,33214,"Phoenix, AZ","San Antonio, TX",14107,14683,PHX,SAT,843,582,193.07,188.2,188.2
2021,4,30466,33570,"Phoenix, AZ","San Diego, CA",14107,14679,PHX,SAN,304,1151,151.56,151.61,151.61
2021,4,30466,34057,"Phoenix, AZ","Portland, OR",14107,14057,PHX,PDX,1009,1713,201.19,200.67,190.38
2021,4,30466,34314,"Phoenix, AZ","Provo, UT",10466,14314,AZA,PVU,477,225,92.01,92.01,92.01
2021,4,30466,34314,"Phoenix, AZ","Provo, UT",14107,14314,PHX,PVU,477,16,96.4,96.4,96.4
2021,4,30466,34492,"Phoenix, AZ","Raleigh/Durham, NC",14107,14492,PHX,RDU,1891,427,280.41,287.94,261.95
2021,4,30466,34570,"Phoenix, AZ","Reno, NV",14107,14570,PHX,RNO,601,476,162.21,153.13,153.13
2021,4,30466,34614,"Phoenix, AZ","Salt Lake City, UT",14107,14869,PHX,SLC,507,1461,156.78,169.03,148.81
2021,4,30466,34653,"Phoenix, AZ","Tulsa, OK",10466,15370,AZA,TUL,935,12,78.29,78.29,78.29
2021,4,30466,34653,"Phoenix, AZ","Tulsa, OK",14107,15370,PHX,TUL,935,223,223.13,208.64,208.64
2021,4,30529,30466,"Hartford, CT","Phoenix, AZ",10529,10466,BDL,AZA,2213,0,381,381,381
2021,4,30529,30466,"Hartford, CT","Phoenix, AZ",10529,14107,BDL,PHX,2213,200,312.49,310.12,273.03
2021,4,30529,30852,"Hartford, CT","Washington, DC (Metropolitan Area)",10529,10821,BDL,BWI,326,197,150.01,150.01,150.01
2021,4,30529,30852,"Hartford, CT","Washington, DC (Metropolitan Area)",10529,11278,BDL,DCA,326,219,193.03,193.04,193.04
2021,4,30529,30852,"Hartford, CT","Washington, DC (Metropolitan Area)",10529,12264,BDL,IAD,326,161,151.69,151.78,151.78
2021,4,30529,31453,"Hartford, CT","Houston, TX",10529,12191,BDL,HOU,1519,36,280.2,269.56,269.56
2021,4,30529,31453,"Hartford, CT","Houston, TX",10529,12266,BDL,IAH,1519,147,292.48,320.73,262.79
2021,4,30529,32457,"Hartford, CT","San Francisco, CA (Metropolitan Area)",10529,13796,BDL,OAK,2625,21,276.28,272.77,272.77
2021,4,30529,32457,"Hartford, CT","San Francisco, CA (Metropolitan Area)",10529,14771,BDL,SFO,2625,259,266.39,236.68,236.68
2021,4,30529,32457,"Hartford, CT","San Francisco, CA (Metropolitan Area)",10529,14831,BDL,SJC,2625,27,320.26,267.07,267.07
2021,4,30529,32467,"Hartford, CT","Miami, FL (Metropolitan Area)",10529,11697,BDL,FLL,1194,443,161.48,162.8,87.71
2021,4,30529,32467,"Hartford, CT","Miami, FL (Metropolitan Area)",10529,13303,BDL,MIA,1194,540,159.95,173.22,114.55
2021,4,30529,32575,"Hartford, CT","Los Angeles, CA (Metropolitan Area)",10529,10800,BDL,BUR,2527,11,282.38,275.86,275.86
2021,4,30529,32575,"Hartford, CT","Los Angeles, CA (Metropolitan Area)",10529,12892,BDL,LAX,2527,405,256.1,220.71,220.71
2021,4,30529,32575,"Hartford, CT","Los Angeles, CA (Metropolitan Area)",10529,12954,BDL,LGB,2527,7,220.05,201.11,201.11
2021,4,30529,32575,"Hartford, CT","Los Angeles, CA (Metropolitan Area)",10529,13891,BDL,ONT,2527,25,350.82,346,346
2021,4,30529,32575,"Hartford, CT","Los Angeles, CA (Metropolitan Area)",10529,14908,BDL,SNA,2527,52,346.38,334.99,305.48
